# x y theta e a_image b_image R50 flux_auto fluxerr_auto flux_aper fluxerr_aper
1039.930920931728 4.494687827414888 -59.94775397141859 0.36238575164910414 1.7296731853171343 1.6121041868044736 2.0521668070259724 1.3875198732742502 0.029064022316570667 1.7236104698439731 0.08300389938619003
788.2568878131125 4.959647737214584 47.480800884647785 0.6412524346372126 1.3849128951933052 1.062685199389832 4.009916962106718 1.1899417107789407 0.042999612546765535 1.3207610053993994 0.08589983917263666
658.7651903751863 13.597050651877971 32.87751647526693 0.34199165308073204 1.4356822066226407 1.3491148621065525 3.002948155185085 1.0681208131465163 0.04422469932460949 1.2395342049789604 0.10117246726122342
742.3905338554556 18.272825825163533 -26.180112203509605 0.37523877528962635 1.5253978432155764 1.4139342553434355 5.866592265982238 2.196074151823664 0.06011753286690519 2.97053427034006 0.10248712381075765
326.2211572154174 45.03268911182924 39.11290071733948 0.8059978349518068 7.897211692333785 4.674505561760657 4.7728382292611355 451.126235022321 0.12766754022419294 442.027791433418 0.12000656149358471
1487.559856260641 38.94888235240951 10.035582801019979 0.23886270096841197 2.118860971426058 2.0575270461675252 2.5678140119751616 2.891445214636973 0.04735150504422879 3.450680519564905 0.09941307308339106
362.46847339776923 40.560767137021905 -70.87213151366653 0.17538385789151986 1.5306652794017401 1.506940163775304 4.295284301449759 1.6413265559172745 0.06231438226165017 5.635043647555314 0.12129088452659244
111.7477839145745 48.35676637061707 -83.6262927827906 0.7940716645533937 1.534987003123781 0.9330021631492652 4.422663874967205 1.2764334260655217 0.049966545548887464 1.351699501410537 0.10694798369859594
1169.3712833249813 52.44186021878978 70.36102840030533 0.7510077597863265 2.1007723621473193 1.3871260789500797 4.989718063279452 2.024571631593562 0.05927344268428769 2.3010930235714504 0.09939858316750085
608.1098768590381 52.10789544807918 -44.835214764205176 0.38701082450136104 1.3633664252126096 1.2571263302136813 2.5524130566243763 0.9793765914200186 0.03847131114322183 0.719919592349912 0.10605738183871238
926.5346358100569 79.30790571633949 -76.85197792949104 0.6774118287720403 2.785156832546672 2.048772448764436 3.6690457216134176 3.290055954667534 0.053541849012680776 3.5159670043139872 0.10070920251001327
1489.4884780619716 86.70103946215801 -32.060199340608605 0.6051861077928596 1.5299087224110202 1.2179358936909945 3.44284876971171 1.1692989686861814 0.049719644685508116 1.4471868400257493 0.09795703787796196
605.2848215500326 102.22165409838992 -60.81014690370095 0.5850119442156428 3.874269146738413 3.1421278795757193 4.457362060651575 16.938763407870624 0.08377782644721109 17.938290576954635 0.10333465563554912
360.14056573842987 99.05382255647449 2.113659791855911 0.7947094231033011 4.654570194667321 2.8252778413212987 5.4909328722432225 10.035114705741918 0.10616589654239168 10.63525059558685 0.11901408662224564
1247.8996217808603 105.23532822934044 -75.91360236908257 0.34732632914804246 2.819017602099331 2.6435177614662178 3.282954309863844 7.068734680761928 0.05054509768369723 7.458797349476795 0.1002759343301688
1102.2477527538729 114.72303938488838 49.778638546092594 0.482775338899929 2.790775188266042 2.4440052934814624 6.364057268017127 4.464358302035435 0.08519927694129446 4.66077189012478 0.10017105741211128
195.91868885155392 125.42765509358784 -4.474975243221087 0.5349659881620931 5.891083312004946 4.977220736193737 12.092993942694486 21.556030540721643 0.1848545298835668 15.81094085350707 0.10933011309632314
1021.999331349758 137.37991491017843 3.9750208043525266 0.484837281933123 2.685227802302663 2.3485119795878355 3.7044810960684726 3.954624264146167 0.056545347910000876 4.242792581509222 0.10123668961757236
75.41045902666276 144.72455666074885 -75.51590965253307 0.679958548354912 3.798472927998804 2.7852323725351713 5.085153474793698 6.153203819157078 0.07740167176276792 6.460999922467808 0.10003703086498697
477.0243612531434 158.90658269956228 54.374204144564715 0.7645622368704692 6.002835022592087 3.869126771091445 6.116594101533073 28.68398185861103 0.10980593380124146 28.909056922481327 0.10964294201388516
666.4416841318999 159.71062958691596 -33.21505295650319 0.8401432573048451 4.5245662635448785 2.453964354267576 5.032308834448952 6.825516956486862 0.06938476497718049 7.230048879325373 0.09832165550142685
446.0700047676274 168.4245045509634 -81.13563728795432 0.6899664144253644 4.56016055601747 3.300832921117965 4.79957346804994 22.853938695854914 0.09339597282585138 24.91543085573702 0.1106957885615845
459.3934607224483 185.201467099485 75.19673819615399 0.6855892434852688 2.5398532806281495 1.848984212142403 4.1519825444579945 2.97011888492392 0.067658293650408 8.284378300568584 0.10777244671675437
765.6891089351477 183.3220422524188 0.8336696203851585 0.5738089465592995 1.763175794411219 1.444021915166775 4.094555464686625 1.6143006291548363 0.052978148075875156 1.7802241079415475 0.09942538529797951
136.37432820876595 184.5824333713275 -63.84995796569114 0.324170080629459 1.4959953987778218 1.415209875156055 3.8124472386081045 1.2867585424841708 0.04866991260226156 1.4876686157026502 0.10156892179695937
203.57897233571072 212.14321809406405 77.92319071360637 0.5154471693361715 1.7631641601836694 1.5108930284008544 2.8836306041905027 1.3900858722902616 0.049307559324377956 2.352885402024677 0.1081144805277454
1483.7043070280545 221.48746324474763 -58.298089942924406 0.7196607758408657 2.1023656276772233 1.4597267737996509 3.6435914213841634 1.7172650844333628 0.05925573645716031 2.182586021130284 0.11288307218740835
176.55201662820917 226.32498183994963 40.14306898077828 0.5804264090666655 1.6123583744679413 1.3129639114546405 4.966811105987548 1.745758585907584 0.05972967741863289 2.1904939681938647 0.10620674722022644
335.5776583058122 236.89451947743694 75.63323928928767 0.612829068692519 2.629103043934742 2.077557969968563 3.875925753380894 3.4610829844132174 0.06868532290792609 3.971368800438934 0.11410947124054369
1452.9727582808841 235.02558494409314 -20.091726117116597 0.13126525498395358 1.2402773031109662 1.2295455329307197 3.188762796953184 0.9672313877800985 0.04941351919353007 1.5344184355939552 0.11815631819432708
652.268536929353 246.30852615164878 76.24454069206224 0.9079469704473776 5.6638664512251555 2.3736418881743306 5.945413737618692 9.019772563401164 0.08068212196654376 9.474519344410739 0.10031507037787216
453.4514862123237 241.14170216704056 -31.161274840809455 0.7160163286857949 2.3174612386663065 1.6177815257748414 3.3807076559038536 1.8763619812263412 0.053447777612220145 2.4193985826576236 0.1064220838880804
721.7544343984925 240.69354131328421 47.254363756524505 0.6663713840870875 1.6307937777995123 1.215952450117775 3.3624932092385342 1.115701358158452 0.0456463163807284 2.9056099902266226 0.10447404663919996
729.0223867585539 249.33300069006506 -84.4198710529757 0.6451479845265324 2.3215834496135366 1.7738235728190155 3.34386107505173 2.2069810631545925 0.049936679527454925 3.00499899711224 0.10524692107904857
808.6769105641048 267.8785271620465 82.48002189664078 0.7463040244022231 2.2860356007978475 1.5215972191566312 5.493298924129464 2.5602524030863494 0.0701982985239542 3.519389403461532 0.1083294576536514
1349.7734670516998 281.3079148497187 18.61051779264804 0.4109871999763764 1.7298906309151747 1.5770394225491888 2.801263506417062 1.2529465062134557 0.04260165215721341 1.379716451255637 0.11848901891013569
97.35813723806311 298.8010551951854 4.141180270927653 0.9083352607588635 10.896369375950787 4.557328224042978 8.00826063060314 313.63163392890283 0.1316649968876065 287.52551265784746 0.10683985506738074
993.3504000709195 283.04411453596873 -75.84834457812381 0.3462231277131415 1.7059355999757695 1.6004272320584492 2.703220770715914 1.321723998548856 0.03955624923035181 1.7269705340888586 0.10637061284649452
639.8795568409838 289.1442672497656 -54.82070466192938 0.5480090396768424 3.5059269863739875 2.932611195034048 7.100512755903589 8.162744767973305 0.1041055324598871 8.60032435316133 0.10411160732245386
313.34330741081897 286.94364295400953 22.45794231649991 0.439617749691083 2.217639370128377 1.9918503435035622 3.1043844711893573 2.399139111770004 0.05433341480561197 2.3064469727195753 0.11660377198662085
